
z-axis force: 50.6
quat [1. 0. 0. 0.]
**********
[-0.5865847392924242, -1.1271157358936306, -0.03785501429405648, -1.1526266458327927, 0.23594278802990784, -0.885273800622556]
**********
[-0.4379965633929863, -1.0018933602176483, 0.02369911872583627, -0.7311529379040094, 0.32721540517537584, -0.8980149931980155]
**********
[-0.32918824604230335, -0.8130556746708785, 0.05102294545701108, -0.4519704265454655, 0.4084302370917954, -0.8552174585891453]
**********
[-0.2501977005202419, -0.6367182727534902, 0.050373031851374275, -0.2759624440205245, 0.39909146410140883, -0.8205530748950076]
**********
[-0.1888396253529615, -0.48433091294316244, 0.04030388306487423, -0.16702046842964524, 0.34863540798605697, -0.7909613978704984]
**********
[-0.14059319180739144, -0.35210534194571286, 0.025794496511699197, -0.10008733945425385, 0.2853596648145047, -0.7645104793243803]
**********
[-0.10311684326275378, -0.23985549170150156, 0.00969259151663783, -0.05987491681286761, 0.2214867440397745, -0.7401718525772604]
**********
[-0.07417353487945277, -0.14638858727453896, -0.005801322138229342, -0.037076320624293, 0.16289660433142256, -0.7173732826658408]
**********
[-0.05266734611064394, -0.07020997364924386, -0.019843973075478312, -0.025313370903534693, 0.11127651176973752, -0.6956040472223174]
**********
[-0.03666229471761595, -0.01077986358653149, -0.03130189048018363, -0.0200924076338318, 0.0667564127260544, -0.6746453599791111]
**********
[-0.02470588549510211, 0.033474021226517436, -0.03978788904263499, -0.018653196138147754, 0.03013232470348054, -0.6545826269584212]
**********
[-0.015912674099142543, 0.06390298036126096, -0.045116023402400854, -0.018424952505765146, 0.00020119985119229633, -0.6350827117603081]
**********
[-0.009304883397829089, 0.0820662615209804, -0.047283041445124005, -0.018155677614262622, -0.02310076065628619, -0.616151629633793]
**********
[-0.003999729712049538, 0.09008745961345288, -0.04668790739584952, -0.01723042262454344, -0.04002197809492486, -0.5977809195497137]
**********
[0.00035258548286121183, 0.09019152609228054, -0.04388093816331568, -0.015456033253949286, -0.05123886878411049, -0.5799379140080376]
**********
[0.003863086373526392, 0.08451757343297017, -0.039445187956166076, -0.012952330686564428, -0.05747138392431633, -0.5626139917168832]
**********
[0.006461636420422523, 0.07512231015635895, -0.03407785232426785, -0.010156431092849694, -0.05935205799321053, -0.5457956505693824]
**********
[0.008212648668014966, 0.06352401526802542, -0.028245424087573873, -0.007344956584276474, -0.05780814417998814, -0.5295050819170799]
**********
