0.03,0.0050833862988537365
0.06,0.01118446011148924
0.09,0.022209936995570057
0.12,0.04104488710813006
0.15,0.0584214223839415
0.18,0.07874552928496392
0.21,0.10019953248867484
0.24,0.1189995901055589
0.27,0.12957271264361914
0.3,0.12989916486759054
0.32999999999999996,0.12392092301576443
0.36,0.11178168226798592
0.39,0.09445478115897321
0.42,0.07006741535598385
0.44999999999999996,0.04416194341317117
0.48,0.01845299600157841
0.51,-0.0029703108908175815
0.54,-0.02014473332185851
0.57,-0.036588870176036924
0.6,-0.05146738570634344
0.63,-0.0602293931006781
0.6599999999999999,-0.06187832602232013
0.69,-0.0632968496118363
0.72,-0.0685680297729425
0.75,-0.07365466680166995
0.78,-0.0779367082243183
0.8099999999999999,-0.08116139999113565
0.84,-0.08236520319688162
0.87,-0.08489334515851385
0.8999999999999999,-0.08939856874555771
0.9299999999999999,-0.09364232504002824
0.96,-0.0936121963731705
0.99,-0.0880767725011834
1.02,-0.08121380126373301
1.05,-0.07647092085076297
1.08,-0.07189680572547825
1.1099999999999999,-0.06316267680050287
1.14,-0.05449446305051981
1.17,-0.049911835417073024
1.2,-0.05219636742064419
1.23,-0.05947944409426272
1.26,-0.06756064146504168
1.29,-0.07584224958409011
1.3199999999999998,-0.07984071869733356
1.3499999999999999,-0.0799403217240828
1.38,-0.08148353364981747
1.41,-0.08492783864336538
1.44,-0.09095205575372953
1.47,-0.0984316549941537
1.5,-0.10586863736385327
1.53,-0.11280276309666368
1.56,-0.11915000998073627
1.5899999999999999,-0.12118019722739454
1.6199999999999999,-0.11899753727044615
1.65,-0.11308913012844299
1.68,-0.10473317249170415
1.71,-0.09150055180754425
1.74,-0.07808656248591407
1.77,-0.06962851567094036
1.7999999999999998,-0.06449149861138694
1.8299999999999998,-0.0618045929597347
1.8599999999999999,-0.06281070357565946
1.89,-0.06581028560230531
1.92,-0.06456272037239832
1.95,-0.05731561092279986
1.98,-0.044509219715871934
2.01,-0.032991881011280894
2.04,-0.026654203510792108
2.07,-0.023557128596282437
2.1,-0.021852607239856856
2.13,-0.017277814145366298
2.16,-0.010550971576097438
2.19,-0.004021447401073894
2.2199999999999998,-0.000885908283599106
2.25,-0.0025827795899253723
2.28,-0.00806604814738634
2.31,-0.013965460868821925
2.34,-0.020438111616120455
2.37,-0.030250699018286142
2.4,-0.0414559287558354
2.4299999999999997,-0.04812121212384576
2.46,-0.05008750052060026
2.4899999999999998,-0.04786936919128508
2.52,-0.041694300128724736
2.55,-0.03168454808413153
2.58,-0.024363910866489223
2.61,-0.023515944410081178
2.6399999999999997,-0.023498325760656164
2.67,-0.02239945447675714
2.6999999999999997,-0.02142995243210946
2.73,-0.021898774019851828
2.76,-0.020903901597215623
2.79,-0.014488400953946885
2.82,-0.004492276538530208
2.85,0.0030089808553580523
2.88,0.006114128778038321
2.9099999999999997,0.0056619635801491205
2.94,0.001978966144241998
2.9699999999999998,-0.006041213194704833
3.0,-0.011879592572863067
3.03,-0.013207317399171652
3.06,-0.015239340948142052
3.09,-0.019183986590966387
3.12,-0.02418319341840504
3.15,-0.028363766312148778
3.1799999999999997,-0.03336908002268655
3.21,-0.04086023920181159
3.2399999999999998,-0.05101066893991435
3.27,-0.060346700172250974
3.3,-0.06618466675770422
3.33,-0.06759219070431406
3.36,-0.06497687506672642
3.3899999999999997,-0.059188915564402776
3.42,-0.056704238354463254
3.4499999999999997,-0.05967014026040493
3.48,-0.06222490795463242
3.51,-0.06227191749410098
3.54,-0.06004970889013507
3.57,-0.057584430325034346
3.5999999999999996,-0.05491462767704332
3.63,-0.0507781580050109
3.6599999999999997,-0.04514045493816707
3.69,-0.04338545675242883
3.7199999999999998,-0.0476144085184254
3.75,-0.057112072452228956
3.78,-0.0679915816311055
